batch_size,worker_num,AVG_data,MIN_data,MAX_data,Median_data,p99_data,AVG_train,MIN_train,MAX_train,Median_train,p99_train
//禁用private data 模式下的简单测试，测试数据只做参考
512,0,3.331830611228943,2.925642967224121,4.040489196777344,3.274258852005005,3.9190917515754706,0.15576037645339966,0.13643503189086914,0.6714425086975098,0.1464627981185913,0.44097475051880003
512,2,2.337938678264618,0.024155616760253906,8.969772815704346,3.309485077857971,4.270434732437158,0.15482587575912476,0.1431734561920166,0.7369065284729004,0.1459740400314331,0.43237613439560096
512,4,1.4774190473556519,0.023822307586669922,13.4501211643219,0.7716891765594482,4.222210216522265,0.1555469250679016,0.1341261863708496,0.996572732925415,0.14362919330596924,0.43872692346573167
512,8,1.233997769355774,0.02378535270690918,21.862386226654053,0.3121297359466553,4.657392013073056,0.16131143808364867,0.13359689712524414,1.6191520690917969,0.142846941947937,0.4424004769325317
512,16,1.3856202530860902,0.023860454559326172,39.03679633140564,0.3150545358657837,4.507714154720484,0.16071102380752564,0.13298916816711426,1.7732131481170654,0.1424405574798584,0.4447738170623848
512,32,1.6738556909561157,0.023888349533081055,67.52118611335754,0.32002973556518555,4.831022925377216,0.1553248143196106,0.13225722312927246,1.3032426834106445,0.1423736810684204,0.4390360331535384
128,4,0.24041178226470947,0.006131410598754883,9.761624097824097,0.07600963115692139,1.118595411777496,0.052477669715881345,0.03981137275695801,0.6327259540557861,0.05049395561218262,0.05624755859375
128,4,0.24107302904129027,0.006099700927734375,9.767472505569458,0.07398629188537598,1.0901407599449155,0.05301423847675323,0.04395461082458496,0.7236270904541016,0.05077660083770752,0.05563310623168945
16,8,0.01138178868058287,0.001155853271484375,15.355834484100342,0.004852175712585449,0.014495966434478763,0.026065212120244534,0.012157440185546875,0.4477202892303467,0.02630305290222168,0.0335640287399292
32,8,0.02795438133640054,0.001798391342163086,17.65706777572632,0.013887524604797363,0.23370347976684536,0.02670531317039772,0.01664566993713379,0.4798879623413086,0.02600574493408203,0.03355826616287231
64,8,0.06801742136478424,0.0032002925872802734,17.71176242828369,0.03432869911193848,0.5009127688407898,0.035429339408874515,0.025102853775024414,0.9150781631469727,0.03403162956237793,0.039538805484771726
128,8,0.16270278811454772,0.006083488464355469,18.880916357040405,0.07361471652984619,0.9741800951957698,0.05237862825393677,0.04058957099914551,0.6892037391662598,0.050139546394348145,0.05613103151321411
256,8,0.4065075957775116,0.012108802795410156,17.45704960823059,0.1600334644317627,2.3172837305068965,0.0818687355518341,0.07003116607666016,0.8150954246520996,0.07992196083068848,0.0875746178627002
