model,batchsize,blocknum,threadnum,iteration,total_avg,total_avg_filter,total_fluctuation(%),data_avg,data_avg_filter,data_fluctuation(%),train_avg,train_avg_filter,train_fluctuation(%)
resnet18,128,1,128,2001,0.0575655,0.057418,0.256882,0.00752451,0.00752827,-0.049975,0.0500641,0.0499172,0.294363
resnet18,16,1,16,2001,0.0157869,0.0155027,1.83363,0.00131797,0.00131863,-0.049975,0.0144891,0.0142059,1.99346
resnet18,256,1,256,2001,0.118539,0.118341,0.167278,0.0145444,0.0145517,-0.049975,0.104015,0.103818,0.190101
resnet18,32,1,32,2001,0.0229368,0.022776,0.705765,0.00221567,0.00221678,-0.049975,0.020744,0.0205843,0.775867
resnet18,64,1,64,2001,0.0383903,0.0382473,0.374004,0.00408391,0.00408595,-0.049975,0.0343318,0.0341896,0.415985
