batch_size,worker_num,prefetch_factor,epoch,total_time,data_time,training_time,data_todevice_time
512,1,1,0,865.6958913803101,836.7669117450714,28.928979635238647,4.7798566818237305
16,1,1,0,5.8867809772491455,4.229343414306641,1.6574375629425049,0.0453944206237793
16,1,2,0,7.31834864616394,5.751096248626709,1.5672523975372314,0.045000314712524414
16,1,3,0,7.1751179695129395,5.5346739292144775,1.640444040298462,0.04822683334350586
16,1,4,0,7.034617185592651,5.395249366760254,1.6393678188323975,0.045389413833618164
16,2,1,0,4.4483561515808105,2.856975555419922,1.5913805961608887,0.04476666450500488
16,2,2,0,3.9185950756073,2.2832350730895996,1.6353600025177002,0.04497218132019043
16,2,3,0,4.0830299854278564,2.4296388626098633,1.6533911228179932,0.04506087303161621
16,2,4,0,4.011768579483032,2.2788259983062744,1.7329425811767578,0.04483842849731445
16,4,1,0,2.5459558963775635,0.95188307762146,1.5940728187561035,0.04790949821472168
16,4,2,0,2.2495429515838623,0.6195745468139648,1.6299684047698975,0.0441133975982666
16,4,3,0,2.3389828205108643,0.6639437675476074,1.6750390529632568,0.04363727569580078
16,4,4,0,2.1825881004333496,0.47844839096069336,1.7041397094726562,0.04341244697570801
16,8,1,0,2.1264970302581787,0.5156149864196777,1.610882043838501,0.04321861267089844
16,8,2,0,2.2394049167633057,0.5729780197143555,1.6664268970489502,0.04306817054748535
16,8,3,0,2.29295015335083,0.5560975074768066,1.7368526458740234,0.04305291175842285
16,8,4,0,2.2780587673187256,0.5539901256561279,1.7240686416625977,0.04301166534423828
16,16,1,0,2.2688283920288086,0.6583669185638428,1.6104614734649658,0.0431363582611084
16,16,2,0,2.509854316711426,0.6322000026702881,1.8776543140411377,0.04437541961669922
16,16,3,0,2.662569761276245,0.782846212387085,1.8797235488891602,0.04337120056152344
16,16,4,0,2.787619113922119,0.5879232883453369,2.1996958255767822,0.04388833045959473
16,32,1,0,2.7123773097991943,0.750995397567749,1.9613819122314453,0.04528164863586426
16,32,2,0,3.050783395767212,0.8278930187225342,2.2228903770446777,0.04390215873718262
16,32,3,0,3.370666742324829,0.8154137134552002,2.555253028869629,0.04456186294555664
16,32,4,0,3.568859577178955,0.8207099437713623,2.7481496334075928,0.044480323791503906
32,1,1,0,14.49205231666565,12.819548606872559,1.6725037097930908,0.08372640609741211
32,1,2,0,12.382704734802246,10.734678983688354,1.6480257511138916,0.08362364768981934
32,1,3,0,12.604175090789795,10.952523469924927,1.6516516208648682,0.08390164375305176
32,1,4,0,13.014425992965698,11.346473932266235,1.667952060699463,0.08743071556091309
32,2,1,0,7.500049829483032,5.86176872253418,1.6382811069488525,0.08357620239257812
32,2,2,0,6.376828193664551,4.687623023986816,1.6892051696777344,0.08221960067749023
32,2,3,0,6.406610488891602,4.720960855484009,1.6856496334075928,0.08446455001831055
32,2,4,0,6.673038721084595,5.029067516326904,1.6439712047576904,0.08221173286437988
32,4,1,0,3.9879651069641113,2.3698463439941406,1.6181187629699707,0.08164310455322266
